#{"t_start": 1745003421.713812, "env_id": "MsPacmanNoFrameskip-v4"}
r,l,t
700.0,3049,686.339727
260.0,2305,692.086315
350.0,2009,697.190927
1170.0,3825,706.762296
1070.0,3353,715.184857
430.0,2537,721.569992
270.0,1697,725.739698
430.0,2177,731.148006
810.0,2545,737.461385
610.0,2577,743.95409
1440.0,3833,753.573812
730.0,2401,759.669508
1190.0,3137,767.500245
1200.0,2721,774.49666
680.0,4001,784.674315
310.0,2393,790.618684
320.0,2729,797.476687
480.0,1745,801.95454
360.0,2161,807.359609
220.0,1881,812.131026
470.0,2361,818.076016
320.0,2561,824.630093
530.0,2473,830.880326
220.0,2305,836.690129
590.0,1873,841.366375
360.0,2425,847.45309
740.0,3121,855.469753
550.0,2401,861.523987
590.0,4553,873.224202
740.0,3409,881.912818
340.0,1969,886.810942
230.0,2049,892.028652
330.0,2737,898.949145
730.0,2833,906.182282
500.0,2361,912.229944
1140.0,2849,919.559053
310.0,2569,925.934989
630.0,3673,935.235737
600.0,1841,939.836535
990.0,2825,947.104215
180.0,1361,950.513589
710.0,2305,956.383266
290.0,1393,960.02559
1390.0,3609,969.206567
630.0,2257,974.969248
570.0,2193,980.660363
770.0,2449,986.913191
350.0,1521,990.703177
740.0,3065,998.342301
730.0,3241,1006.593484
1000.0,3097,1014.549244
580.0,2529,1020.989577
390.0,2001,1026.006965
1820.0,3625,1035.098332
920.0,4593,1046.79823
860.0,2609,1053.402961
450.0,2257,1059.149204
460.0,1785,1063.663629
480.0,2465,1069.990643
750.0,2257,1075.705221
600.0,2497,1082.014108
640.0,3361,1090.486856
310.0,2305,1096.388371
550.0,2377,1102.335862
1580.0,3121,1110.29731
490.0,1897,1115.076789
370.0,1721,1119.444845
790.0,3265,1127.821484
890.0,3001,1135.56784
1340.0,3673,1145.081414
1350.0,3097,1152.935879
440.0,2409,1158.977447
770.0,3249,1167.289262
430.0,1905,1172.186747
900.0,2449,1178.439688
630.0,2273,1184.256816
670.0,2577,1190.726166
480.0,1737,1195.033359
800.0,2945,1202.445484
350.0,1761,1206.882343
890.0,2929,1214.251269
900.0,2809,1221.291091
670.0,2297,1227.029653
970.0,2089,1232.216282
440.0,2233,1237.92351
1420.0,3009,1245.550236
1610.0,3545,1254.500901
480.0,2017,1259.522867
530.0,2209,1265.153929
510.0,2353,1271.113627
430.0,2593,1277.601136
1310.0,2697,1284.378991
570.0,2001,1289.403265
620.0,3241,1297.71951
960.0,3193,1305.803052
1570.0,3721,1315.209039
780.0,2905,1322.64469
680.0,2185,1328.178967
870.0,2041,1333.420159
300.0,2257,1339.083171
550.0,2865,1346.277473
860.0,3425,1355.201018
370.0,1585,1359.19713
560.0,2489,1365.503987
410.0,1945,1370.378323
1210.0,3353,1378.79519
940.0,3177,1386.807413
1030.0,3921,1396.734626
910.0,2305,1402.597628
540.0,2065,1407.749166
440.0,2073,1413.029423
1120.0,2721,1420.058047
930.0,3337,1428.544674
2430.0,3497,1437.415053
1030.0,2857,1444.663663
340.0,1873,1449.41958
620.0,2817,1456.468149
1100.0,3553,1465.526377
470.0,2281,1471.320089
1370.0,3225,1479.39841
1040.0,3761,1488.921758
430.0,1945,1493.804917
470.0,3025,1501.465359
680.0,2985,1509.020445
1210.0,2921,1516.51092
250.0,1601,1520.568375
550.0,1961,1525.482912
370.0,2009,1530.59795
900.0,3521,1539.550881
850.0,2641,1546.21617
350.0,2201,1551.865569
650.0,2353,1557.878301
800.0,3121,1565.768982
290.0,1553,1569.692574
260.0,1481,1573.386882
660.0,2649,1580.073195
350.0,1705,1584.333373
650.0,2489,1590.635144
410.0,2113,1595.977955
1160.0,3417,1604.614991
490.0,2065,1609.827226
670.0,3297,1618.046259
860.0,2905,1625.37799
420.0,2761,1632.367208
1540.0,2913,1639.734164
370.0,2457,1645.93523
440.0,1761,1650.481299
530.0,2025,1655.548335
590.0,2745,1662.502803
730.0,2673,1669.221608
430.0,1585,1673.073029
400.0,1513,1676.83478
660.0,3065,1684.510916
400.0,2233,1690.018643
1020.0,3113,1697.857203
1260.0,2641,1704.647264
800.0,3545,1713.578861
1180.0,4673,1725.443777
790.0,2489,1731.604787
820.0,2905,1738.970283
1200.0,2873,1746.407183
690.0,2513,1752.694256
910.0,3441,1761.510821
700.0,2793,1768.629491
1350.0,3137,1776.62089
650.0,2201,1782.168291
970.0,2777,1789.066182
480.0,2017,1794.158799
420.0,1905,1798.852554
430.0,2225,1804.52876
520.0,3041,1812.26724
920.0,3033,1819.757069
450.0,2025,1824.847679
870.0,3201,1832.910881
680.0,2225,1838.492257
640.0,3337,1846.889301
1210.0,3089,1854.745699
1660.0,3353,1863.249355
750.0,2953,1870.719021
650.0,2625,1877.427103
640.0,2881,1884.684825
320.0,2105,1889.969146
430.0,2369,1895.963795
490.0,2201,1901.46952
860.0,3281,1909.770097
320.0,1505,1913.527786
550.0,2073,1918.722352
370.0,2113,1923.984637
350.0,2169,1929.41926
920.0,2825,1936.628963
840.0,3185,1944.634717
390.0,2577,1951.146998
1730.0,3449,1959.80308
730.0,2153,1965.223463
770.0,3297,1973.601621
2170.0,3849,1983.232461
960.0,3137,1991.104449
380.0,1505,1994.868947
400.0,1529,1998.723492
420.0,1569,2002.725793
310.0,1497,2006.506976
2160.0,3233,2014.829962
1180.0,3097,2022.653295
880.0,3177,2030.665504
1110.0,3369,2039.121111
1010.0,2497,2045.476897
350.0,1953,2050.366814
1070.0,2969,2057.903118
1470.0,2953,2065.585115
610.0,2057,2070.766458
630.0,2201,2076.326803
1150.0,3425,2084.988463
910.0,2273,2090.741765
620.0,2305,2096.606268
980.0,2865,2103.838924
660.0,2769,2110.866809
570.0,2633,2117.498464
910.0,2817,2124.580677
930.0,2737,2131.465479
1030.0,2633,2138.108185
990.0,2449,2144.283486
1090.0,3993,2154.561134
1370.0,2697,2161.468154
640.0,2049,2166.615342
1290.0,3449,2175.391675
520.0,1633,2179.484445
860.0,2609,2186.096877
1040.0,3209,2194.226141
1040.0,4185,2204.811764
620.0,1977,2209.714447
930.0,2793,2216.778927
670.0,2697,2223.676795
1160.0,3481,2236.560588
430.0,2369,2250.860408
850.0,3137,2268.362934
2260.0,3729,2287.825767
1020.0,3385,2305.14144
800.0,2777,2319.457888
1390.0,3665,2338.299336
370.0,1801,2347.762203
500.0,1769,2357.577808
690.0,2697,2372.8397
1180.0,2833,2387.391616
1950.0,2577,2400.59715
630.0,2009,2410.776055
820.0,2545,2424.636026
710.0,2905,2440.745395
1370.0,3225,2456.605429
500.0,2569,2463.734958
570.0,2801,2471.513383
1510.0,3945,2482.617239
870.0,3073,2491.193303
1550.0,3289,2500.444694
860.0,2921,2508.430771
820.0,2425,2515.11495
260.0,1705,2519.80479
1230.0,3193,2528.706481
210.0,1233,2531.956236
560.0,2641,2539.348763
530.0,2097,2545.163642
1730.0,4001,2556.129144
490.0,1929,2561.604362
280.0,1745,2566.358654
560.0,2537,2573.385755
380.0,2105,2579.318017
620.0,2585,2586.519633
820.0,2329,2592.827704
960.0,3049,2601.944008
610.0,2713,2609.541197
370.0,2489,2616.497443
350.0,1889,2621.654067
430.0,2209,2627.814509
520.0,2329,2634.181724
290.0,1785,2638.926607
460.0,1785,2643.976957
360.0,1385,2647.796292
930.0,3009,2656.156356
650.0,1937,2661.585895
580.0,2329,2668.02627
520.0,1953,2673.412879
1000.0,3673,2683.551211
440.0,1649,2688.148481
1000.0,2337,2694.716548
1120.0,2425,2701.392745
730.0,3241,2710.404004
250.0,1457,2714.367284
500.0,1737,2719.175833
460.0,1905,2724.666363
650.0,3017,2732.831882
830.0,2689,2740.525395
1060.0,3625,2750.404797
1030.0,2265,2756.908154
870.0,2745,2764.474091
1430.0,3105,2773.275584
2430.0,3345,2782.586652
630.0,2553,2789.554737
1490.0,3297,2798.659744
570.0,1889,2803.831711
510.0,3481,2813.418615
1940.0,2769,2820.94322
660.0,2657,2828.418792
750.0,3561,2838.153009
450.0,1625,2842.795194
440.0,2033,2848.380063
1040.0,4593,2861.314357
530.0,2177,2867.339483
650.0,2489,2874.16214
590.0,2561,2881.355567
1780.0,4641,2894.123609
490.0,2169,2900.336984
690.0,3097,2909.380474
570.0,3513,2919.062917
1100.0,2969,2927.435969
1310.0,3465,2936.968553
1060.0,2377,2943.411641
840.0,2993,2951.722087
1230.0,3577,2961.651706
660.0,3601,2971.964833
480.0,1953,2977.382629
440.0,1761,2982.192182
350.0,1569,2986.435823
410.0,1721,2991.176147
700.0,3505,3001.208826
460.0,1633,3005.695525
690.0,2097,3011.531326
1270.0,2449,3018.678469
1030.0,2865,3026.574756
920.0,2689,3034.011698
420.0,1689,3038.667795
1380.0,2849,3046.728849
1210.0,4913,3060.232867
1700.0,3033,3068.840517
520.0,1625,3073.285829
520.0,1873,3078.41255
420.0,1985,3083.827007
650.0,2937,3092.323041
670.0,2529,3099.218432
440.0,1441,3103.329931
1130.0,3329,3112.846564
330.0,1601,3117.354854
340.0,2985,3125.632375
1160.0,3937,3136.604959
880.0,3201,3145.360578
1150.0,2721,3153.14442
930.0,2625,3160.283535
290.0,1993,3165.748347
1560.0,3129,3174.669004
1120.0,3425,3184.000032
1040.0,2809,3191.757777
910.0,2577,3199.152518
950.0,2497,3205.947508
900.0,2625,3213.381867
2080.0,4073,3224.758542
920.0,2297,3231.212839
510.0,3049,3239.740711
310.0,2513,3246.778352
640.0,3025,3255.406639
710.0,3369,3264.69882
510.0,1673,3269.395916
760.0,2521,3276.355396
740.0,2217,3282.795154
380.0,1609,3287.189204
240.0,1617,3291.506795
670.0,3961,3302.56582
410.0,2057,3308.17505
770.0,3393,3317.570501
1370.0,3009,3326.220013
1560.0,3649,3336.298275
850.0,2953,3344.954425
190.0,1593,3349.475118
1220.0,3417,3359.060087
2070.0,2545,3366.039659
610.0,2121,3372.245844
1230.0,2889,3380.228539
910.0,2777,3387.998906
2130.0,2553,3395.380909
830.0,2745,3402.85072
670.0,2961,3411.038952
1340.0,3585,3421.280388
460.0,2137,3427.240134
430.0,1793,3432.114362
400.0,2585,3439.14409
790.0,2953,3447.64544
840.0,3265,3456.764891
890.0,3393,3466.329476
370.0,2025,3471.955706
310.0,1649,3476.441678
960.0,3657,3486.615569
730.0,2009,3492.404239
490.0,1945,3497.826133
950.0,2569,3504.872082
480.0,2065,3510.502392
1880.0,3921,3521.858858
800.0,2825,3529.620632
160.0,1281,3533.019402
1040.0,2993,3541.716386
590.0,2673,3548.907803
480.0,1753,3553.791851
680.0,2073,3559.802544
1000.0,2753,3567.713618
340.0,2433,3574.349514
1020.0,3401,3584.065226
1430.0,2585,3591.23441
840.0,2465,3597.939184
870.0,2977,3606.444376
1360.0,2241,3612.679156
740.0,2529,3619.757698
390.0,2313,3626.125553
410.0,2097,3632.185658
1670.0,3089,3640.685336
1130.0,3225,3649.578483
190.0,1129,3652.570739
770.0,2601,3660.471799
980.0,2089,3666.234662
1720.0,3489,3676.062802
1130.0,2409,3682.799734
310.0,1441,3686.693674
1360.0,3849,3697.581094
2030.0,2953,3705.723631
850.0,2857,3713.512105
520.0,1897,3719.018522
410.0,2409,3725.670028
440.0,2433,3732.374021
1390.0,3377,3741.913527
800.0,2489,3748.840316
1170.0,4089,3760.396559
1010.0,2993,3768.771973
820.0,2849,3776.587971
970.0,2561,3784.131667
490.0,2209,3790.238083
750.0,2881,3798.22109
560.0,1785,3803.435606
540.0,3449,3812.979906
1090.0,3641,3823.407892
410.0,1729,3828.297196
1300.0,2969,3836.519603
1410.0,2657,3844.111394
900.0,2745,3851.783415
570.0,2489,3858.630035
260.0,2025,3864.513145
380.0,1689,3869.206883
250.0,1305,3872.780103
560.0,1921,3878.143527
210.0,1497,3882.235235
970.0,2545,3889.453403
440.0,1809,3894.471909
820.0,2985,3902.749783
720.0,2713,3910.445928
1150.0,3577,3920.383911
1130.0,3105,3929.340098
620.0,2521,3936.290104
710.0,2393,3943.128519
340.0,2401,3949.806672
1160.0,4049,3961.339837
1270.0,2961,3969.880492
750.0,2625,3977.209761
500.0,3041,3985.953905
1060.0,2313,3992.47007
530.0,2329,3998.837413
700.0,2217,4005.217092
610.0,2313,4011.551995
780.0,2689,4018.946236
1000.0,3665,4029.487252
570.0,1953,4034.900972
1070.0,3113,4043.581354
960.0,2769,4051.617158
1140.0,2785,4059.425709
930.0,2953,4068.155214
1480.0,3641,4078.254306
610.0,2505,4085.066494
880.0,2561,4092.426883
1000.0,3601,4102.282873
2250.0,3625,4112.796784
590.0,3193,4121.732039
770.0,2929,4130.21468
700.0,2529,4137.157933
800.0,2769,4144.775945
740.0,2353,4151.417813
610.0,2505,4158.625475
1300.0,3641,4168.771271
680.0,2993,4177.21495
330.0,1817,4182.444309
830.0,3049,4190.932041
610.0,2177,4196.767403
870.0,2209,4203.260738
700.0,2233,4209.453228
290.0,1513,4213.618515
380.0,1465,4217.719601
850.0,2201,4224.069336
980.0,2977,4232.387615
1010.0,2417,4239.059199
740.0,2665,4246.839653
770.0,2177,4252.794497
1700.0,3489,4262.780325
680.0,1961,4268.213235
320.0,1641,4272.906819
710.0,2481,4279.644892
410.0,1761,4284.943317
330.0,1409,4288.892654
470.0,1913,4294.115679
330.0,1585,4298.436175
760.0,2745,4306.246001
1410.0,3409,4315.768274
720.0,2801,4323.883358
1200.0,2705,4331.487324
960.0,3529,4341.448673
1070.0,3385,4351.367096
840.0,2553,4358.49367
950.0,2449,4365.510837
520.0,1857,4370.682352
640.0,2113,4376.497304
460.0,1729,4381.469366
690.0,1889,4386.684203
470.0,2241,4392.909502
970.0,3201,4402.323698
680.0,3393,4412.167033
620.0,2129,4418.216625
910.0,2545,4425.253562
1440.0,3601,4435.622556
1070.0,2497,4442.548104
520.0,2233,4449.103127
670.0,2633,4456.601299
1150.0,3209,4465.724192
480.0,1977,4471.612821
420.0,1625,4476.178397
690.0,1937,4481.666687
570.0,1945,4487.424994
1260.0,3409,4497.0985
570.0,2113,4502.938242
580.0,2017,4508.818851
620.0,2377,4515.582252
200.0,1665,4520.313179
1230.0,3761,4531.029918
270.0,1385,4534.908153
360.0,1529,4539.17576
700.0,2529,4546.412288
330.0,1497,4550.597325
570.0,2049,4556.540275
790.0,2545,4563.618328
1020.0,2793,4572.347803
510.0,2017,4578.019059
390.0,1417,4581.923269
730.0,2193,4588.273946
750.0,2305,4594.813344
1160.0,3297,4603.93794
1180.0,3081,4612.912528
1670.0,3185,4621.779307
960.0,3345,4631.403399
490.0,2089,4637.258909
450.0,1449,4641.27925
410.0,1761,4646.44811
2520.0,2529,4653.546772
1240.0,3097,4662.201198
210.0,1329,4665.974004
490.0,1521,4670.20169
260.0,1753,4675.111574
570.0,2649,4682.719149
650.0,2089,4688.833928
910.0,2281,4695.224816
560.0,1993,4700.702429
650.0,2857,4708.778313
1040.0,3785,4719.660909
730.0,2809,4727.756854
1730.0,3881,4738.706229
870.0,2321,4745.353391
330.0,2025,4751.053996
910.0,4153,4763.081616
440.0,2145,4769.206557
360.0,1321,4772.935461
340.0,1825,4777.942348
840.0,2929,4786.644955
880.0,2953,4794.996701
390.0,2345,4801.630364
1280.0,2945,4810.07839
650.0,2481,4817.328239
390.0,2041,4823.14818
450.0,1689,4828.166735
960.0,2321,4834.739447
890.0,3065,4843.568531
830.0,2673,4851.291676
1020.0,3089,4860.350028
1480.0,3369,4870.483612
540.0,1993,4876.649221
1280.0,2433,4884.127808
1100.0,3449,4894.485523
440.0,1633,4899.332182
350.0,1569,4903.995072
850.0,3177,4913.141311
690.0,1969,4918.744067
430.0,1985,4924.358056
2080.0,2313,4931.073062
560.0,2097,4937.180345
860.0,3129,4946.18501
720.0,2745,4954.042059
850.0,2825,4962.057758
970.0,2681,4969.909075
730.0,2105,4975.945508
1120.0,2857,4984.440007
690.0,2353,4991.198453
1220.0,2753,4999.193956
600.0,2385,5006.3607
1080.0,3849,5017.5258
670.0,2161,5023.705203
240.0,1761,5028.725234
1070.0,2689,5036.664913
1700.0,3953,5048.202843
630.0,2817,5056.281135
450.0,2033,5062.289279
470.0,2025,5068.617088
540.0,2377,5075.327909
730.0,2545,5081.769251
450.0,1713,5086.086107
1340.0,3497,5094.912776
410.0,1649,5099.062274
650.0,3073,5106.87796
550.0,1969,5111.891762
740.0,2545,5118.479815
1070.0,3337,5126.826959
820.0,2865,5134.091515
900.0,2657,5140.770731
560.0,2017,5145.858722
580.0,2041,5151.008466
1070.0,2321,5157.075648
370.0,1793,5161.673739
520.0,1857,5166.423858
2420.0,3385,5175.121638
870.0,2281,5180.91825
560.0,1633,5185.105319
570.0,1625,5189.176764
840.0,2865,5196.427556
1260.0,3505,5205.372151
700.0,2505,5211.63881
700.0,2025,5216.805694
1280.0,4177,5227.405814
1970.0,2081,5232.692881
960.0,2873,5239.961966
1170.0,3121,5247.86409
790.0,3281,5256.239947
930.0,2505,5262.467976
580.0,1833,5267.131655
520.0,1769,5271.639317
1260.0,4185,5282.25036
890.0,3073,5290.045035
1130.0,2889,5297.398728
2980.0,3609,5306.498597
550.0,1705,5310.825832
960.0,3481,5319.635641
650.0,2009,5324.719621
830.0,2945,5332.212992
390.0,1777,5336.722234
680.0,2553,5343.207398
780.0,1961,5348.139986
1080.0,2737,5355.065793
2390.0,3137,5363.181288
1440.0,2897,5370.626388
410.0,1641,5374.837008
860.0,4049,5385.129447
1320.0,3609,5394.303421
600.0,2385,5400.322451
1200.0,5113,5413.307557
510.0,1649,5417.443891
610.0,1897,5422.184529
510.0,2385,5428.131282
1130.0,2497,5434.402481
970.0,2985,5441.852595
1190.0,3449,5450.570424
840.0,3697,5459.939694
1700.0,3369,5468.463533
480.0,1705,5472.816369
870.0,2385,5478.918369
1330.0,2889,5486.241245
1120.0,2025,5491.346954
620.0,2105,5496.585806
870.0,2953,5504.00936
910.0,3089,5511.798977
540.0,2177,5517.257106
1340.0,2889,5524.486691
740.0,2377,5530.527329
510.0,1793,5535.080487
890.0,2545,5541.51547
1820.0,3753,5550.917879
370.0,2169,5556.302172
600.0,2561,5562.792824
1150.0,3409,5571.380174
2740.0,3681,5580.744214
1410.0,4705,5592.831027
710.0,2529,5599.306785
450.0,1569,5603.287344
860.0,2673,5610.052864
740.0,2209,5615.44667
1750.0,4353,5626.440715
980.0,2465,5632.703411
510.0,1785,5637.094205
1670.0,3161,5645.066919
1510.0,2633,5651.694481
550.0,1785,5656.265619
650.0,2225,5661.947191
600.0,2073,5667.248399
980.0,3489,5676.079408
630.0,2089,5681.350239
370.0,1457,5685.069179
400.0,1393,5688.459754
710.0,2913,5695.897251
530.0,1609,5699.949892
360.0,1313,5703.223303
590.0,2297,5709.068011
560.0,1713,5713.432151
470.0,1889,5718.279161
820.0,2537,5724.630258
210.0,1337,5727.968488
650.0,2129,5733.338326
300.0,1449,5736.9611
480.0,1609,5741.05272
1040.0,2609,5747.615123
850.0,3353,5756.270381
840.0,2321,5762.213309
670.0,2521,5768.607495
500.0,1745,5772.954915
620.0,2337,5778.785273
780.0,2993,5786.384086
1280.0,2113,5791.701977
1450.0,3009,5799.473058
400.0,1593,5803.490538
1000.0,3297,5811.764036
1050.0,2409,5817.834165
970.0,2169,5823.375538
710.0,2281,5829.05969
1230.0,4649,5840.846672
620.0,2721,5847.68144
560.0,2649,5854.36667
1410.0,3817,5864.121883
1360.0,2105,5869.412067
650.0,2897,5876.725538
1910.0,2625,5883.381695
1590.0,3825,5893.178287
1020.0,2497,5899.522838
350.0,1433,5903.144811
570.0,2833,5910.401387
1000.0,3425,5919.125978
540.0,2209,5924.686414
680.0,3049,5932.417354
630.0,2305,5938.276794
940.0,2865,5945.640746
1440.0,3073,5953.339883
1230.0,3521,5962.217656
540.0,1905,5967.13117
1440.0,2673,5973.817597
520.0,2193,5979.238409
770.0,2769,5986.197343
450.0,1737,5990.642098
710.0,1913,5995.390001
1420.0,2809,6002.627611
450.0,2257,6008.321304
480.0,1769,6012.69657
1120.0,2593,6019.227413
930.0,2609,6025.791403
980.0,2529,6032.212058
2040.0,3889,6041.977809
920.0,3465,6050.752891
480.0,1977,6055.725783
1320.0,3345,6064.187234
530.0,1801,6068.73622
400.0,1713,6072.959336
620.0,2329,6078.840062
360.0,1377,6082.287282
560.0,1745,6086.717856
1000.0,2465,6092.875444
1130.0,4241,6103.714703
1820.0,3185,6111.716827
470.0,1729,6115.987225
2040.0,2433,6122.08928
1030.0,2121,6127.404659
800.0,2593,6134.02752
1420.0,3505,6142.84105
940.0,2441,6149.053596
580.0,2137,6154.437389
1040.0,2529,6160.747472
800.0,3129,6168.682712
860.0,2297,6174.510521
440.0,1593,6178.471112
1220.0,2865,6185.6992
760.0,3281,6193.9138
600.0,2385,6199.944132
760.0,3641,6209.12252
730.0,2561,6215.791181
1030.0,2497,6222.169272
630.0,2641,6228.809419
470.0,1689,6233.100935
760.0,2449,6239.216085
980.0,2713,6246.110793
390.0,1625,6250.113376
1020.0,3377,6258.607313
1400.0,3313,6266.945604
990.0,2001,6271.946265
1020.0,2409,6278.046689
660.0,2017,6283.10098
480.0,2873,6290.290251
500.0,1713,6294.681975
670.0,2361,6300.705727
360.0,2313,6306.603406
710.0,2281,6312.420392
940.0,2457,6318.703717
450.0,1825,6323.350536
460.0,1529,6327.16354
580.0,2433,6333.322385
750.0,2577,6339.822661
580.0,3233,6348.021397
300.0,1633,6352.177649
750.0,3057,6359.931007
490.0,1729,6364.292964
610.0,2113,6369.609516
1290.0,3089,6377.457649
520.0,1633,6381.704015
480.0,1849,6386.390875
1370.0,3105,6394.274254
510.0,1937,6399.0646
870.0,2721,6405.965279
660.0,2529,6412.337004
520.0,2649,6418.918236
560.0,1769,6423.287267
410.0,2249,6429.000832
1810.0,2777,6435.927154
750.0,2585,6442.421478
720.0,2273,6448.250705
540.0,2177,6453.756075
1570.0,3401,6462.336436
960.0,2857,6469.483961
550.0,1905,6474.237792
580.0,2049,6479.341148
1540.0,3641,6488.585748
790.0,2921,6496.021342
890.0,2793,6503.066973
1060.0,3953,6513.117677
950.0,5209,6526.411251
860.0,3241,6534.502762
1040.0,2393,6540.537585
510.0,3145,6548.430813
1100.0,2481,6554.609599
350.0,3393,6563.254865
210.0,1497,6567.001288
210.0,1497,6570.790802
290.0,2017,6575.86642
750.0,2441,6582.02602
320.0,1377,6585.455993
340.0,2305,6591.237223
730.0,2585,6597.862362
1510.0,3697,6607.292139
1160.0,3001,6614.739209
1460.0,2537,6621.066162
1800.0,3809,6630.840526
660.0,2545,6637.236152
620.0,2833,6644.413951
580.0,3137,6652.339073
670.0,3153,6660.237584
630.0,2369,6666.143875
1250.0,2993,6673.735784
960.0,3281,6682.029725
810.0,2457,6688.262642
510.0,1929,6693.156842
310.0,1305,6696.418087
540.0,2073,6701.64312
680.0,2129,6707.004904
390.0,1881,6711.783105
770.0,2297,6717.595552
690.0,2593,6724.097585
820.0,2433,6730.166659
450.0,1785,6734.625737
780.0,2457,6740.892457
420.0,1593,6744.887056
1230.0,3225,6752.936679
690.0,2377,6758.981766
1060.0,3809,6768.638909
480.0,1841,6773.24422
830.0,2857,6780.52231
1080.0,2225,6786.190037
950.0,2289,6791.942277
800.0,2945,6799.353663
410.0,1625,6803.455273
350.0,1809,6808.062654
370.0,1713,6812.360994
800.0,3121,6820.262832
1630.0,3545,6829.24287
790.0,3497,6838.171143
1050.0,4097,6848.639944
490.0,2145,6853.987746
1530.0,3953,6864.079791
840.0,2481,6870.385773
370.0,1921,6875.199278
360.0,1489,6878.962779
1220.0,3777,6888.604188
1100.0,4017,6898.754889
780.0,2681,6905.529548
640.0,2137,6910.946365
720.0,2401,6917.079575
1020.0,2353,6923.063609
940.0,2577,6929.616297
800.0,3937,6939.700341
390.0,1817,6944.286341
930.0,2713,6951.157271
820.0,2409,6957.255067
710.0,2289,6963.046935
2360.0,3209,6971.08114
680.0,3281,6979.389792
880.0,4145,6989.925005
1050.0,3393,6998.545086
1020.0,3161,7006.746518
820.0,2681,7013.547354
1090.0,3321,7021.809536
1620.0,3137,7029.698761
2310.0,4257,7040.415614
810.0,2745,7047.332758
1240.0,2417,7053.414841
880.0,2945,7060.825884
1010.0,2513,7067.193436
760.0,2929,7074.531179
1410.0,3321,7083.124077
770.0,2761,7090.073456
320.0,1457,7093.735698
780.0,2977,7101.174059
360.0,2713,7107.970688
790.0,2449,7114.142174
430.0,2265,7119.940904
340.0,1697,7124.296473
1240.0,3409,7132.918499
890.0,3025,7140.565805
330.0,1657,7144.910922
1030.0,2521,7151.347624
930.0,2809,7158.593028
250.0,1305,7161.760576
750.0,2473,7167.960569
2100.0,4313,7178.989514
440.0,1649,7183.118038
490.0,1961,7188.031436
1230.0,2401,7194.111199
1860.0,2985,7201.551085
1000.0,2737,7208.615068
690.0,3961,7218.571739
550.0,2161,7223.983289
390.0,2033,7229.068504
810.0,2881,7236.28381
390.0,1873,7241.043946
860.0,3209,7249.045546
510.0,1865,7253.721288
1060.0,3329,7262.109071
700.0,2353,7268.025373
890.0,2689,7274.831051
500.0,2009,7279.888335
660.0,2225,7285.703866
920.0,2593,7292.225687
920.0,2865,7299.429157
820.0,2865,7306.758808
990.0,2721,7313.58305
1120.0,3921,7323.577493
670.0,2225,7329.08555
