#{"t_start": 1745049255.277664, "env_id": "MsPacmanNoFrameskip-v4"}
r,l,t
370.0,1625,447.074344
1000.0,2857,453.094897
860.0,3457,460.248458
250.0,1409,463.165379
1040.0,3385,470.121152
660.0,3193,476.806019
430.0,2161,481.286233
480.0,2161,485.80883
780.0,3161,492.469562
410.0,1753,496.161115
770.0,2529,501.4503
1290.0,3249,508.36622
1030.0,2217,513.055686
470.0,1553,516.283035
1070.0,3017,522.628295
370.0,1857,526.498212
800.0,3089,533.007207
450.0,3065,539.53105
1010.0,2857,545.628437
390.0,2153,550.310622
780.0,2793,556.359262
370.0,1489,559.494973
700.0,3473,566.975901
760.0,2681,572.759156
1940.0,2217,577.590959
800.0,2881,583.774102
300.0,1857,587.805994
830.0,3689,596.087694
440.0,1841,600.1426
600.0,2145,605.033674
450.0,1633,608.861279
720.0,2721,615.176127
700.0,2193,620.467785
570.0,2177,625.850783
660.0,3041,633.068373
340.0,1737,637.001392
2080.0,3057,644.119788
270.0,1889,648.553478
2060.0,2441,654.146771
1140.0,2385,659.629516
290.0,1673,663.545653
240.0,1457,666.861943
420.0,2081,671.550588
660.0,2305,676.814594
510.0,1969,681.383264
930.0,2849,687.911362
530.0,2513,693.765758
380.0,1745,697.776437
450.0,2729,704.108622
680.0,2825,710.624364
510.0,2961,717.365055
1000.0,3177,724.507703
390.0,1921,728.838245
700.0,2065,733.52551
1450.0,2993,740.346315
340.0,1633,743.951102
470.0,1849,748.084602
490.0,2161,752.969158
1220.0,2465,758.791159
950.0,2977,765.767025
510.0,2185,771.025469
450.0,1953,775.699396
520.0,2473,781.464941
520.0,1897,785.963002
580.0,2201,791.22884
300.0,1489,794.761719
460.0,2417,800.497282
990.0,2545,806.538875
710.0,2857,813.07587
720.0,2609,819.1102
450.0,1985,823.791118
410.0,2145,828.87679
510.0,1961,833.489583
350.0,1585,837.205446
1390.0,3377,845.221681
430.0,2089,850.154115
510.0,1681,854.103956
260.0,1569,857.866422
250.0,1625,861.876327
400.0,1585,865.768914
280.0,1793,870.210484
580.0,1993,874.950996
650.0,2585,881.216801
660.0,2273,886.616046
360.0,1553,890.2338
680.0,2593,896.418009
250.0,1457,899.918281
500.0,2297,905.316806
410.0,2657,911.46435
390.0,1921,915.830207
560.0,1921,920.129603
660.0,2385,925.526386
1000.0,2945,932.161249
760.0,2633,938.127396
360.0,2017,942.744196
410.0,1809,946.952534
280.0,1569,950.557675
440.0,1881,954.877399
1080.0,2697,961.139686
780.0,3241,968.758222
360.0,2273,974.090819
650.0,2641,980.321684
460.0,2001,985.00321
390.0,1689,989.08734
720.0,2481,995.020588
820.0,3081,1002.517616
460.0,1865,1007.007654
790.0,2625,1013.349441
580.0,1985,1018.065196
600.0,1937,1022.666253
640.0,1985,1027.347556
250.0,1721,1031.436554
420.0,2169,1036.646471
210.0,1305,1039.729338
230.0,1265,1042.762508
420.0,1945,1047.450909
450.0,2769,1054.119828
380.0,1905,1058.664182
470.0,1961,1063.295061
340.0,1849,1067.759221
910.0,2705,1074.45844
1770.0,2601,1080.540879
1970.0,3953,1090.056972
1540.0,3009,1097.159036
250.0,1457,1100.774199
890.0,2793,1107.3869
330.0,1809,1111.658358
820.0,2585,1117.72735
470.0,2377,1123.435663
1210.0,3377,1131.367576
2030.0,2353,1137.002381
460.0,1585,1140.682732
1950.0,3497,1148.900455
470.0,1809,1153.231076
720.0,2073,1158.130812
660.0,2393,1163.846085
410.0,2033,1168.66235
900.0,2369,1174.374047
560.0,2113,1179.380118
920.0,2281,1184.584785
380.0,1657,1188.348918
360.0,2081,1193.058997
430.0,1929,1197.458456
870.0,3217,1204.707577
190.0,1121,1207.307246
390.0,2193,1212.473648
870.0,3089,1219.789982
360.0,1897,1224.304936
550.0,3217,1231.99009
260.0,2393,1237.706838
1040.0,2937,1244.736383
530.0,1889,1249.318287
750.0,2281,1254.767648
210.0,1433,1258.150864
370.0,2113,1263.217775
290.0,1449,1266.673229
460.0,2049,1271.53216
330.0,1697,1275.489493
350.0,1865,1279.883579
290.0,2065,1284.805113
1210.0,2881,1291.702212
470.0,1873,1296.17868
420.0,1833,1300.566734
430.0,1865,1305.010763
390.0,1753,1310.645328
790.0,2953,1317.714364
590.0,2385,1323.36014
320.0,1977,1328.046115
850.0,2497,1333.942965
330.0,2193,1339.158472
380.0,2569,1345.307546
480.0,2457,1351.113865
420.0,2017,1355.927284
160.0,1129,1358.701146
780.0,2185,1363.921421
1250.0,3537,1372.290487
480.0,2289,1377.686312
360.0,1761,1381.871387
180.0,1249,1384.868601
1050.0,3665,1393.628639
440.0,1889,1398.005808
880.0,2977,1405.066008
560.0,2185,1410.267338
340.0,2337,1415.705644
460.0,2273,1421.083683
310.0,1425,1424.430052
570.0,2393,1430.102306
150.0,1665,1434.043644
500.0,2537,1440.11172
640.0,2169,1445.277304
570.0,2577,1451.392225
490.0,2545,1457.44611
630.0,2145,1462.557167
1360.0,2561,1468.76463
540.0,2145,1473.923798
280.0,1497,1477.5438
1010.0,2769,1483.807714
420.0,1857,1487.970977
320.0,1409,1491.187769
1280.0,3601,1499.472589
430.0,2065,1504.147617
610.0,3169,1511.352096
240.0,1577,1514.836129
570.0,2345,1520.102232
400.0,2345,1525.650065
570.0,1905,1530.083103
640.0,2361,1535.795377
260.0,1425,1539.154428
350.0,2169,1544.249837
2670.0,3713,1553.179772
380.0,1953,1557.827558
400.0,1649,1561.696224
520.0,2273,1567.136685
400.0,1673,1571.037466
400.0,2289,1576.492878
370.0,1681,1580.442936
1000.0,3105,1587.908993
860.0,3113,1595.393812
260.0,1681,1599.492097
950.0,2633,1605.792345
480.0,1825,1610.001349
1620.0,3169,1617.212481
430.0,2097,1621.922489
230.0,1521,1625.353399
550.0,2457,1630.92918
810.0,3353,1638.568444
490.0,2609,1644.494439
560.0,2393,1650.015081
3320.0,3825,1658.71016
720.0,2745,1665.069228
630.0,2241,1670.148054
250.0,1665,1673.86509
590.0,2073,1678.561957
850.0,1961,1683.00878
1040.0,2761,1689.261657
540.0,1849,1693.43047
900.0,3145,1700.506068
320.0,1921,1705.143348
290.0,1281,1708.179246
1990.0,3481,1716.476438
300.0,1297,1719.592783
510.0,1841,1724.029882
520.0,1729,1728.12377
480.0,1889,1732.614291
390.0,1705,1736.671609
490.0,2305,1742.073771
540.0,2097,1747.004112
210.0,1833,1751.254076
520.0,2105,1756.195667
1040.0,3265,1763.902157
270.0,1353,1767.070943
610.0,2657,1773.353238
520.0,2113,1778.33497
590.0,2321,1784.019926
800.0,2593,1790.298523
350.0,2065,1795.131148
370.0,2129,1800.147151
620.0,3209,1807.771132
410.0,2217,1813.012274
1960.0,2809,1819.744818
260.0,1385,1823.269975
520.0,2897,1830.343477
310.0,1713,1834.429228
510.0,2233,1839.742101
600.0,2521,1845.741257
310.0,1777,1850.009408
420.0,2617,1856.276103
480.0,2145,1861.339275
710.0,3321,1869.241492
630.0,3249,1876.955691
390.0,1937,1881.647402
720.0,2633,1887.973336
570.0,2457,1893.907426
350.0,2161,1899.269963
300.0,1705,1903.302171
480.0,1697,1907.399713
330.0,1777,1911.651053
390.0,1649,1915.625055
1300.0,2457,1921.537612
710.0,2265,1927.01609
430.0,1985,1931.729834
690.0,2705,1937.99928
420.0,1801,1942.111722
750.0,2577,1948.144447
790.0,3001,1955.326765
1100.0,4225,1965.326604
420.0,1921,1969.841653
490.0,2281,1975.207461
640.0,2849,1981.969754
800.0,2705,1988.456364
300.0,1457,1991.888495
350.0,1913,1996.369655
430.0,2009,2001.120973
380.0,1913,2005.685525
1030.0,2817,2012.219113
1100.0,3217,2020.068608
530.0,2417,2025.830417
620.0,2569,2031.919875
1030.0,3561,2040.326596
130.0,1121,2042.781806
350.0,1473,2046.114097
940.0,3225,2053.379761
270.0,1497,2056.779849
600.0,2681,2062.981656
920.0,4329,2072.76229
550.0,2785,2079.111566
540.0,2617,2085.046145
460.0,2177,2090.197193
280.0,1633,2094.018406
580.0,1921,2098.553616
460.0,1881,2103.140497
1800.0,4641,2114.173802
600.0,2969,2121.317422
470.0,1953,2126.070796
420.0,1601,2129.870417
1390.0,3297,2137.51907
480.0,2001,2142.042204
490.0,2417,2147.518027
970.0,3337,2155.550601
350.0,1985,2160.233343
710.0,2321,2166.115406
580.0,1841,2170.45096
1020.0,3153,2177.847225
1510.0,3161,2185.455888
240.0,1121,2188.104077
370.0,1929,2192.74861
780.0,2633,2199.079758
330.0,2081,2204.004726
410.0,1761,2208.193345
370.0,2129,2213.259335
680.0,2681,2219.691785
980.0,2305,2225.243734
470.0,1977,2229.992404
1420.0,4657,2241.005593
670.0,2657,2247.50727
300.0,2257,2252.975121
1520.0,2961,2260.207732
160.0,2009,2265.017766
380.0,2073,2269.885194
580.0,2521,2275.851347
480.0,2089,2280.833844
530.0,2089,2285.827248
430.0,2457,2291.584549
1050.0,2353,2297.181251
1170.0,3241,2305.080466
800.0,2585,2311.184358
440.0,1969,2315.945457
470.0,1801,2320.261974
1100.0,2545,2326.297527
540.0,2361,2331.885102
710.0,2361,2337.510062
300.0,1825,2341.926132
940.0,3105,2349.241042
810.0,3561,2357.405521
330.0,1769,2361.480031
930.0,3033,2368.721884
1140.0,2905,2375.657266
470.0,1873,2380.15823
430.0,1745,2384.30327
410.0,1905,2388.902824
270.0,1777,2393.14104
720.0,2345,2398.722606
780.0,2417,2404.539171
350.0,1897,2409.133894
420.0,1873,2413.649307
1240.0,3897,2422.833354
400.0,2033,2427.430746
520.0,2249,2432.646874
310.0,2001,2437.482918
460.0,1833,2441.911699
570.0,3257,2449.647165
390.0,1769,2453.880616
390.0,1921,2458.479844
360.0,1665,2462.395124
370.0,1577,2466.092738
580.0,2657,2472.473983
650.0,2329,2478.114644
440.0,1945,2482.709298
770.0,2393,2488.491561
410.0,2105,2493.47236
1180.0,2721,2499.888167
1720.0,3321,2507.845428
880.0,3633,2516.435651
1670.0,3273,2524.201579
450.0,1953,2528.913463
740.0,2729,2535.466807
500.0,1865,2539.882987
170.0,1889,2544.701173
360.0,1753,2549.088724
70.0,1585,2552.851434
830.0,3513,2561.191748
430.0,2417,2566.903945
780.0,2617,2573.078338
810.0,2817,2579.782903
640.0,2153,2584.9239
450.0,2409,2590.709225
530.0,1953,2595.423763
730.0,2273,2600.77883
190.0,1313,2603.924152
440.0,2633,2610.161965
1500.0,3169,2617.788454
770.0,3481,2626.171366
1240.0,3337,2634.104939
2260.0,2937,2640.656169
520.0,2585,2646.568514
400.0,1673,2650.351351
430.0,2273,2655.500195
1040.0,4345,2665.367924
310.0,1697,2669.198906
290.0,1713,2673.029536
550.0,2489,2678.639425
1550.0,3537,2686.779941
400.0,1993,2691.279118
1120.0,2777,2697.511758
630.0,2241,2702.547754
1060.0,3273,2710.010296
690.0,2929,2716.642684
360.0,2057,2721.308516
470.0,1857,2725.693615
430.0,1913,2730.255832
1030.0,2385,2735.744541
450.0,2001,2740.22296
310.0,1345,2743.291771
670.0,2721,2749.440906
710.0,3065,2756.370618
300.0,1473,2759.67021
470.0,2169,2764.60307
820.0,3321,2772.056027
830.0,2681,2778.103112
360.0,1945,2782.600399
680.0,2545,2788.417984
1050.0,3169,2795.683488
410.0,2305,2800.931366
360.0,1745,2804.888485
1080.0,3377,2812.646565
1060.0,3697,2821.010283
1060.0,2817,2827.444765
430.0,1937,2831.831502
480.0,2553,2837.593574
1000.0,2633,2843.543759
1420.0,3393,2851.242675
1140.0,2425,2856.773355
520.0,2449,2862.270493
450.0,1945,2866.639419
640.0,2681,2872.738684
220.0,1641,2876.438498
1140.0,2177,2881.38694
300.0,1537,2884.706196
610.0,2337,2890.023119
530.0,2233,2895.088123
410.0,1857,2899.236565
980.0,2857,2905.786273
520.0,2433,2911.234875
510.0,1985,2915.703597
1350.0,2769,2921.968548
490.0,1857,2926.133686
980.0,2809,2932.464286
800.0,2545,2938.13261
1100.0,2401,2943.707961
530.0,2073,2948.36231
560.0,2281,2953.485226
1440.0,2777,2959.845462
1290.0,2433,2965.527636
340.0,1977,2970.025671
700.0,2305,2975.275143
500.0,3201,2982.542176
620.0,2753,2988.741872
800.0,2889,2995.268624
500.0,2289,3000.472416
440.0,1921,3004.776343
1320.0,2833,3011.207571
240.0,1961,3015.672415
1000.0,3529,3023.84131
840.0,3217,3031.108366
560.0,2049,3035.802295
660.0,2417,3041.351913
440.0,2569,3047.131482
820.0,2665,3053.240737
810.0,2473,3058.78367
470.0,2089,3063.578968
1210.0,3049,3070.862622
1170.0,3225,3078.644913
280.0,1377,3081.977909
1390.0,3521,3090.32847
630.0,2465,3096.160938
540.0,1865,3100.57594
330.0,2185,3105.743438
420.0,1649,3109.692382
250.0,1537,3113.345108
510.0,1721,3117.508212
1050.0,3633,3126.292295
800.0,2585,3132.555665
400.0,1921,3137.15516
390.0,1601,3141.02704
1120.0,3217,3148.86882
650.0,2545,3154.867036
680.0,2689,3161.310916
350.0,1769,3165.58993
770.0,3193,3173.35873
490.0,1697,3177.437802
830.0,3185,3184.774539
370.0,2353,3190.032534
530.0,1993,3194.513281
790.0,2401,3199.935139
1550.0,3769,3208.505098
580.0,2473,3214.410675
590.0,2513,3220.328375
420.0,1825,3224.616894
210.0,1489,3228.19443
1190.0,3633,3236.867054
680.0,2713,3243.323342
1270.0,3049,3250.670072
940.0,2345,3256.238121
480.0,1713,3260.362282
630.0,2961,3267.456732
290.0,1729,3271.503999
850.0,2457,3277.24761
410.0,1905,3281.736961
680.0,2625,3287.700963
440.0,2497,3293.282901
910.0,3273,3300.650274
310.0,2321,3305.900572
370.0,1921,3310.304298
770.0,3185,3317.462075
580.0,2489,3323.080609
860.0,3545,3331.23591
650.0,2609,3337.215611
560.0,2401,3342.860157
720.0,2209,3348.159551
440.0,2057,3353.202491
800.0,2865,3360.13016
790.0,2585,3366.390153
490.0,2097,3371.289585
1110.0,2905,3378.256097
290.0,1585,3382.137903
1190.0,3185,3389.620478
780.0,2265,3395.049184
790.0,2265,3400.48575
1220.0,4129,3410.491275
510.0,2241,3415.920371
350.0,1657,3419.833274
740.0,2889,3426.39886
450.0,2345,3431.661732
580.0,3321,3439.247142
760.0,3385,3447.037228
650.0,2185,3452.028716
390.0,1697,3455.79579
510.0,2025,3460.310959
1490.0,2569,3466.12694
840.0,2953,3472.928644
760.0,3281,3480.708505
870.0,3049,3487.942679
510.0,2129,3492.973401
1170.0,2537,3499.105934
720.0,2889,3505.965805
780.0,3001,3513.054293
410.0,2009,3517.92038
1120.0,3601,3526.219031
970.0,3425,3534.093602
950.0,2441,3539.96717
810.0,2769,3546.655018
760.0,2593,3552.900972
780.0,3529,3561.333536
1320.0,2681,3567.671223
580.0,2521,3573.656214
1190.0,3145,3581.078498
970.0,3697,3589.960525
620.0,1953,3594.593746
310.0,1489,3598.093019
590.0,2145,3603.175672
480.0,1849,3607.658431
450.0,2161,3612.840786
350.0,1785,3617.017432
410.0,1865,3621.564739
390.0,2537,3627.591234
660.0,2401,3633.238047
350.0,1609,3637.188915
580.0,2305,3642.724276
740.0,2481,3648.709354
650.0,2633,3654.918558
310.0,1913,3659.403883
700.0,2137,3664.500722
790.0,2273,3669.902199
490.0,1689,3673.91853
570.0,3185,3681.50706
1780.0,3777,3690.363941
510.0,1961,3695.10577
620.0,2809,3701.81293
660.0,2457,3707.628372
490.0,2441,3713.552395
400.0,1929,3718.252767
1390.0,3361,3726.284514
290.0,2041,3731.075438
530.0,1761,3735.341815
990.0,2633,3741.768291
1000.0,3297,3749.739644
390.0,1737,3753.838804
350.0,1969,3758.505064
470.0,1961,3763.247957
680.0,2657,3769.583874
1060.0,4385,3780.18692
530.0,1889,3784.685061
490.0,2313,3790.238598
690.0,2465,3796.071177
510.0,2161,3801.182743
1340.0,2977,3808.41684
340.0,2137,3813.635563
300.0,1569,3817.381794
550.0,2057,3822.230069
1680.0,3897,3831.729228
490.0,2113,3836.529585
470.0,1849,3840.702333
1800.0,3593,3849.227807
1120.0,3009,3856.385602
710.0,2137,3861.425115
760.0,2649,3867.823459
850.0,1985,3872.54396
1260.0,3329,3880.525271
890.0,3009,3887.704746
820.0,3713,3896.589406
590.0,2433,3902.540024
440.0,1857,3907.096396
630.0,2633,3913.417313
390.0,1689,3917.524258
1640.0,4609,3928.501622
1110.0,3545,3936.848283
1300.0,2969,3943.930434
1130.0,2497,3949.948706
820.0,2633,3956.305567
330.0,2017,3961.13065
410.0,2225,3966.413635
1080.0,2969,3973.431553
230.0,1737,3977.573035
360.0,2033,3982.393579
740.0,3465,3990.490865
650.0,2337,3995.823572
370.0,1969,4000.289743
920.0,2089,4005.005726
360.0,2009,4009.537909
550.0,2649,4015.554448
370.0,2169,4020.488768
360.0,1745,4024.319842
590.0,2001,4028.846635
750.0,2449,4034.418279
1090.0,3353,4041.977915
1220.0,2865,4048.399884
550.0,2345,4053.665268
530.0,2209,4058.681889
340.0,1633,4062.281454
950.0,3265,4069.783339
580.0,2873,4076.25813
430.0,1689,4080.085942
660.0,2881,4086.746438
650.0,2129,4091.53747
440.0,2145,4096.426714
1030.0,3033,4103.675561
1250.0,3753,4112.626352
520.0,1969,4117.324338
710.0,2241,4122.592581
870.0,2657,4129.009454
1010.0,2881,4135.843544
370.0,1905,4140.344722
860.0,3801,4149.522418
1340.0,3529,4157.956812
370.0,1753,4162.130247
580.0,2793,4168.933934
600.0,2065,4173.871682
920.0,2929,4180.883828
1030.0,4577,4191.66442
980.0,3153,4199.213315
800.0,2329,4204.702861
1420.0,3041,4211.998155
330.0,1905,4216.580056
380.0,1681,4220.641984
1370.0,4401,4231.126108
480.0,1841,4235.477907
710.0,2761,4242.04408
820.0,2569,4248.274009
350.0,1825,4252.736789
420.0,1569,4256.555508
1260.0,3305,4264.60494
720.0,2377,4270.347017
570.0,2129,4275.388837
1110.0,3361,4283.522289
310.0,2273,4289.103487
500.0,2641,4295.512895
500.0,2065,4300.352302
690.0,2545,4306.408458
300.0,1793,4310.632159
860.0,2673,4317.078194
890.0,2593,4323.1636
450.0,1945,4327.739676
380.0,2009,4332.548249
1020.0,2673,4338.948806
1470.0,3865,4348.243826
530.0,1873,4352.717076
2610.0,3889,4361.908743
430.0,2129,4367.020913
490.0,1841,4371.373994
710.0,2689,4377.777058
400.0,1881,4382.274732
1770.0,3417,4390.47132
730.0,2425,4396.353847
880.0,2969,4403.469778
350.0,1633,4407.370563
560.0,2081,4412.319874
1080.0,3585,4420.925555
860.0,2769,4427.384721
910.0,3081,4434.482348
1170.0,3025,4441.327672
400.0,1953,4445.764179
2060.0,4857,4456.812428
620.0,2745,4463.161598
550.0,1921,4467.527773
2540.0,3577,4475.64631
480.0,2241,4480.943099
1060.0,2729,4487.461198
1840.0,4505,4498.172526
830.0,2953,4505.261164
460.0,1873,4509.805717
340.0,1305,4512.988643
550.0,1745,4517.086185
500.0,2161,4522.252446
460.0,1761,4526.442943
400.0,1865,4530.902967
1410.0,3185,4538.518497
890.0,3137,4546.168994
920.0,3281,4553.704606
860.0,2585,4559.505603
590.0,2305,4564.79839
1510.0,3073,4571.80704
430.0,1857,4576.029595
340.0,1505,4579.450287
840.0,3257,4586.878635
650.0,2529,4592.561394
870.0,3217,4599.946004
480.0,2457,4605.809071
710.0,3673,4614.494419
1530.0,2913,4621.378086
420.0,2081,4626.340545
990.0,3857,4635.628944
640.0,2241,4641.069143
450.0,1721,4645.240628
460.0,2025,4650.103974
390.0,2041,4655.039441
1330.0,3097,4662.443488
660.0,2169,4667.638866
1570.0,3249,4675.400636
980.0,3729,4684.365307
1480.0,3801,4693.42501
400.0,1905,4697.993452
290.0,1393,4701.430318
610.0,3057,4709.246053
810.0,2289,4714.682784
410.0,1945,4719.313459
470.0,1873,4723.777452
1000.0,3993,4733.242684
1040.0,2577,4739.325451
1360.0,2697,4745.674827
390.0,1881,4750.224157
720.0,2577,4756.384141
970.0,3169,4763.905684
310.0,1457,4767.457011
910.0,3001,4774.647665
650.0,2953,4781.619945
530.0,2361,4787.285663
1070.0,3065,4794.593725
770.0,2577,4800.634354
1340.0,4297,4810.999448
1110.0,3089,4818.464936
1070.0,3889,4827.730441
950.0,3057,4834.705492
790.0,3689,4843.235702
2040.0,2897,4849.760793
1030.0,3073,4856.759357
1120.0,4241,4866.63997
1280.0,2625,4872.841179
1010.0,3289,4880.731718
490.0,2585,4886.974088
860.0,3241,4894.454682
620.0,2017,4899.053469
530.0,2097,4903.753461
410.0,1761,4907.811488
520.0,1825,4911.917887
1490.0,3617,4920.08659
550.0,1977,4924.600772
630.0,2217,4929.658821
1360.0,2433,4935.165554
1850.0,3329,4942.74792
450.0,1865,4946.980223
750.0,2697,4953.046462
690.0,3033,4959.898449
690.0,2401,4965.310246
250.0,1329,4968.344984
550.0,2089,4973.045831
400.0,1737,4977.010505
330.0,1505,4980.460198
570.0,2329,4985.826525
660.0,2713,4992.209531
420.0,1953,4996.626872
530.0,2049,5001.265193
2430.0,3529,5009.163214
770.0,2361,5014.526142
790.0,2809,5020.901791
600.0,2209,5025.889207
650.0,2721,5032.286598
530.0,2921,5039.354413
1310.0,2425,5045.038448
670.0,2289,5050.62938
770.0,3121,5058.17662
520.0,2193,5063.317836
1090.0,3169,5070.868468
370.0,2113,5075.993604
970.0,2849,5082.683142
420.0,2553,5088.812617
640.0,2121,5093.961893
450.0,2129,5098.994515
860.0,2673,5105.412176
1060.0,2713,5111.878775
640.0,2617,5118.19316
570.0,2105,5123.324704
970.0,3457,5131.573393
970.0,3377,5139.639139
1240.0,2841,5146.553473
720.0,2465,5152.57196
970.0,3097,5160.219963
1350.0,3929,5169.585252
450.0,1633,5173.501279
550.0,2513,5179.652866
660.0,2457,5186.004776
700.0,2337,5191.680688
310.0,1641,5195.48289
1020.0,2449,5201.065684
1190.0,3353,5208.613099
930.0,2401,5214.045846
380.0,1833,5218.228787
570.0,1889,5222.578126
470.0,2097,5227.376932
1260.0,3049,5234.326435
890.0,2569,5240.209249
390.0,1673,5244.192276
870.0,2633,5250.558449
270.0,1377,5253.894194
280.0,1441,5257.340174
1540.0,3073,5264.672545
820.0,2537,5270.768518
1230.0,3297,5278.669092
410.0,1569,5282.462972
1270.0,2713,5289.055833
1120.0,2849,5295.911558
1340.0,2537,5302.122093
750.0,2833,5309.057085
530.0,1721,5313.168013
1260.0,3233,5321.038757
870.0,2537,5327.064425
570.0,2297,5332.611694
460.0,1969,5337.346538
1060.0,2841,5344.181573
1440.0,3041,5351.277857
1050.0,2665,5357.711413
350.0,2025,5362.611389
1540.0,3481,5370.986921
740.0,2425,5376.874305
690.0,3241,5384.573418
800.0,2705,5391.076462
400.0,1825,5395.438651
1640.0,3241,5403.244617
930.0,2737,5409.820105
940.0,2193,5414.988551
330.0,1761,5419.189924
570.0,2433,5425.120924
500.0,1825,5429.489241
870.0,2993,5436.666722
840.0,2841,5443.45681
960.0,2881,5450.466281
370.0,1593,5454.248835
1490.0,2985,5461.418621
630.0,2921,5468.380968
520.0,1785,5472.730619
1080.0,2601,5478.796654
510.0,2169,5483.893774
500.0,1977,5488.693578
690.0,2305,5494.126973
1390.0,2809,5500.824641
830.0,2609,5507.098472
700.0,2585,5513.273034
480.0,1865,5517.789134
1140.0,2497,5523.765999
830.0,2913,5530.853935
940.0,3897,5540.301526
320.0,1713,5544.485697
230.0,1737,5548.733794
1120.0,2777,5555.284115
1330.0,3009,5562.620563
760.0,2737,5569.165861
1790.0,4569,5580.180636
920.0,3553,5588.76293
180.0,1345,5592.042547
1020.0,2385,5597.665262
1690.0,3737,5606.613093
520.0,2017,5611.479343
2270.0,2961,5618.576421
520.0,2073,5623.425342
600.0,1953,5628.091276
440.0,1865,5632.543641
1110.0,3177,5640.083159
550.0,2041,5645.062644
1020.0,2185,5650.371606
520.0,1921,5655.087635
730.0,2665,5661.552792
370.0,1657,5665.662978
1170.0,2569,5671.752163
860.0,2329,5677.301622
460.0,1713,5681.334161
460.0,2369,5686.987301
460.0,1729,5691.135168
650.0,2689,5697.565426
1010.0,2625,5703.78331
1340.0,2417,5709.580647
430.0,2241,5714.899866
1300.0,2777,5721.681231
470.0,1993,5726.444976
1750.0,4113,5736.377338
300.0,1513,5739.909943
570.0,2313,5745.331324
800.0,2713,5751.830562
970.0,3273,5759.720979
490.0,2137,5764.844874
430.0,1961,5769.589133
340.0,1441,5773.072222
600.0,2889,5779.887891
1200.0,2713,5786.439731
2240.0,2529,5792.371621
510.0,2025,5797.318986
430.0,2081,5802.223616
1450.0,3521,5810.583296
490.0,1673,5814.600065
730.0,3377,5822.665613
750.0,2521,5828.537293
420.0,1777,5832.733264
300.0,1505,5836.314136
610.0,2897,5843.312722
820.0,2705,5849.811924
660.0,2225,5855.147107
630.0,2513,5861.198093
720.0,2753,5867.812938
640.0,2441,5873.51256
870.0,3345,5881.49299
610.0,2489,5887.427188
380.0,1617,5891.342667
930.0,3065,5898.688783
980.0,2577,5905.121299
750.0,2137,5910.340612
